tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***91160,20120104,2,PARK OVER 3 HOURS,15,1535,NR,282 WRIGHT AVE,,,ON
***95407,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1535,NR,425 UNIVERSITY AVE,,,ON
***95408,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1535,NR,425 UNIVERSITY AVE,,,ON
***96364,20120104,15,PARK 3M OF FIRE HYDRANT,100,1535,NR,1 RYERSON AVE,,,ON
***98144,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1535,NR,387 BLOOR ST E,,,ON
***04687,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1535,NR,1278 DUNDAS ST W,,,ON
***09379,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1535,NR,448 SPADINA AVE,,,ON
***11489,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1535,AT,840 COXWELL AVE,,,ON
***14659,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1535,NR,572 BLOOR ST W,,,ON
***17870,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1535,NR,4 FRONT ST E,,,ON
***19609,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1535,NR,425 QUEEN ST W,,,ON
***07424,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1536,OPP,70 YORK ST,,,ON
***10374,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1536,NR,13 WILLIAM CARSON CRES,,,ON
***13713,20120104,15,PARK - 3M OF FIRE HYDRANT,100,1536,NR,5460 YONGE ST,,,ON
***37682,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1536,OPP,20 ADELAIDE ST E,,,ON
***41240,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1536,NR,850 ADELAIDE ST W,,,ON
***66416,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1536,OPP,155 CHURCH ST,,,ON
***87727,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1536,NR,599 DELORAINE AVE,,,ON
***42656,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1536,NR,589 SHERBOURNE ST,,,ON
***50474,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1536,NR,110 EDWARD ST,,,ON
***81763,20120104,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1536,NR,7 FAIRSIDE AVE,,,ON
***90647,20120104,9,STOP HWY PROHIB TIME/DAY,60,1536,NR,3 ELMHURST AVE,,,ON
***94145,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1536,NR,383 SPADINA RD,,,ON
***95409,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1536,NR,425 UNIVERSITY AVE,,,ON
***97263,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1536,NR,85 EMPIRE AVE,,,ON
***97264,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1536,NR,81 EMPIRE AVE,,,ON
***04688,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1536,NR,1282 DUNDAS ST W,,,ON
***11490,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1536,AT,840 COXWELL AVE,,,ON
***42489,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1537,AT,1 AVONDALE AVE,,,ON
***66417,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1537,OPP,155 CHURCH ST,,,ON
***87728,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1537,NR,599 DELORAINE AVE,,,ON
***87729,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1537,NR,599 DELORAINE AVE,,,ON
***73989,20120104,82,PARK-PASSENGER/FREIGHT LOADING,40,1537,NR,132 CUMBERLAND ST,,,ON
***93513,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1537,NR,106 VICTORIA ST,,,ON
***95410,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1537,NR,425 UNIVERSITY AVE,,,ON
***95813,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1537,NR,97 GERRARD ST W,,,ON
***02437,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1537,NR,70 YORK ST,,,ON
***07425,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1538,OPP,70 YORK ST,,,ON
***41241,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1538,NR,781 ADELAIDE ST W,,,ON
***87730,20120104,16,PARK 9M OF INTERSECTING HWY,40,1538,NR,599 DELORAINE AVE,,,ON
***42657,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1538,NR,608 SHERBOURNE ST,,,ON
***50475,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1538,NR,137 ELM ST,,,ON
***81701,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1538,NR,552 ADELAIDE ST W,,,ON
***82478,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1538,NR,259 KING ST E,,,ON
***95411,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1538,NR,375 UNIVERSITY AVE,,,ON
***04689,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1538,NR,1310 DUNDAS ST W,,,ON
***14660,20120104,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1538,NR,490 BLOOR ST W,,,ON
***19825,20120104,15,PARK - 3M OF FIRE HYDRANT,100,1538,NR,2645 YONGE ST,,,ON
***11485,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1539,OPP,70 CENTRE AVE,,,ON
***50476,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1539,NR,110 ELM ST,,,ON
***81021,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1539,NR,12 CLARENCE SQ,,,ON
***83531,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1539,OPP,232 SCARBOROUGH RD,,,ON
***90805,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1539,NR,77 GERRARD ST W,,,ON
***91161,20120104,2,PARK OVER 3 HOURS,15,1539,NR,274 WRIGHT AVE,,,ON
***93090,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1539,NR,99 BELLEVUE AVE,,,ON
***19610,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1539,NR,411 QUEEN ST W,,,NC
***66418,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1540,OPP,139 CHURCH ST,,,ON
***87731,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1540,NR,591 DELORAINE AVE,,,ON
***65165,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1540,NR,496 DANFORTH AVE,,,ON
***91162,20120104,2,PARK OVER 3 HOURS,15,1540,NR,252 WRIGHT AVE,,,ON
***93091,20120104,15,PARK 3M OF FIRE HYDRANT,100,1540,NR,113 OXFORD ST,,,ON
***95412,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1540,NR,375 UNIVERSITY AVE,,,ON
***95814,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1540,NR,700 UNIVERSITY AVE,,,ON
***97265,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1540,OPP,2 MATILDA ST,,,NC
***04690,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1540,NR,1338 DUNDAS ST W,,,ON
***04691,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1540,NR,1344 DUNDAS ST W,,,ON
***11491,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1540,NR,840 COXWELL AVE,,,ON
***14661,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1540,NR,474 BLOOR ST W,,,ON
***79071,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1541,,6 SETTLERS RD,,,ON
***07426,20120104,48,FAIL TO PARK/STOP PARA TO CURB,15,1541,OPP,76 PEARL ST,,,ON
***66419,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1541,OPP,139 CHURCH ST,,,ON
***66420,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1541,OPP,137 CHURCH ST,,,ON
***65166,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1541,NR,494 DANFORTH AVE,,,ON
***82053,20120104,6,PARK-HWY EXCESS PERMTD TIME,30,1541,OPP,35 PINE AVE,,,ON
***88510,20120104,82,PARK-PASSENGER/FREIGHT LOADING,40,1541,OPP,27 BELLAIR ST,,,ON
***91163,20120104,2,PARK OVER 3 HOURS,15,1541,OPP,249 WRIGHT AVE,,,ON
***95413,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1541,NR,375 UNIVERSITY AVE,,,MI
***02438,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1541,NR,150 YORK ST,,,ON
***19611,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1541,OPP,290 QUEEN ST W,,,NY
***07427,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1542,NR,76 PEARL ST,,,ON
***42658,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1542,NR,59 HUNTLEY ST,,,ON
***81702,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1542,NR,11 MORRISON ST,,,ON
***96365,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1542,NR,513 QUEEN ST W,,,ON
***98145,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1542,NR,11 SELBY ST,,,ON
***34288,20120104,48,FAIL TO PARK/STOP PARA TO CURB,15,1542,NR,29 BOWIE AVE,,,ON
***25621,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1543,NR,89 BLOOR ST W,,,ON
***42659,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1543,NR,41 HUNTLEY ST,,,ON
***50477,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1543,NR,110 ELM ST,,,ON
***81764,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1543,OPP,944 LOGAN AVE,,,ON
***83776,20120104,49,FAIL TO PARK/STOP PARA RTHD HW,15,1543,NR,58 KEYSTONE AVE,,,ON
***91164,20120104,2,PARK OVER 3 HOURS,15,1543,OPP,247 WRIGHT AVE,,,ON
***95815,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1543,NR,500 UNIVERSITY AVE,,,ON
***09744,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1543,NR,190 SORAUREN AVE,,,ON
***19612,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1543,OPP,278 QUEEN ST W,,,QC
***19826,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1543,NR,2589 YONGE ST,,,ON
***60081,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1544,OPP,86 BLAKE ST,,,ON
***50478,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1544,NR,88 ELM ST,,,ON
***93514,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1544,OPP,74 VICTORIA ST,,,ON
***94146,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1544,NR,40 TARLTON RD,,,ON
***95816,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1544,NR,500 UNIVERSITY AVE,,,ON
***96366,20120104,134,PARK IN PUBLIC LANE,30,1544,S/O,QUEEN ST W,W/O,AUGUSTA AVE,ON
***04692,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1544,NR,1566 DUNDAS ST W,,,ON
***11060,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1544,NR,117 PEMBROKE ST,,,ON
***11061,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1544,NR,117 PEMBROKE ST,,,ON
***17871,20120104,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1544,N/S,COLBORNE ST,E/O,VICTORIA ST,ON
***19827,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1544,NR,2581 YONGE ST,,,ON
***22350,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1545,NR,1612 BAYVIEW AVE,,,ON
***42660,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1545,NR,15 HUNTLEY ST,,,ON
***50479,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1545,NR,88 ELM ST,,,ON
***91165,20120104,2,PARK OVER 3 HOURS,15,1545,NR,226 WRIGHT AVE,,,ON
***94147,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1545,NR,28 TARLTON RD,,,ON
***95817,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1545,NR,400 UNIVERSITY AVE,,,ON
***98146,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1545,NR,345 BLOOR ST E,,,ON
***14662,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1545,NR,380 BLOOR ST W,,,QC
***10375,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1546,NR,1 DORIS AVE,,,ON
***11486,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1546,S/S,EDWARD ST,E/O,BAY ST,ON
***73990,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1546,OPP,828 YONGE ST,,,ON
***90806,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1546,NR,33 ELM ST,,,ON
***91166,20120104,2,PARK OVER 3 HOURS,15,1546,NR,216 WRIGHT AVE,,,ON
***93092,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1546,NR,153 DENISON AVE,,,ON
***04322,20120104,8,STAND VEH-HWY-PROH TIME/DAYS,60,1546,NR,1 ST CLAIR AVE E,,,ON
***04693,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1546,NR,1636 DUNDAS ST W,,,ON
***17872,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1546,OPP,47 COLBORNE ST,,,ON
***22351,20120104,8,STD VEH HWY PROHIB TIME/DAY,60,1547,NR,465 MANOR RD E,,,ON
***41242,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1547,NR,660 QUEEN ST W,,,ON
***88511,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1547,OPP,40 ASQUITH AVE,,,ON
***91167,20120104,2,PARK OVER 3 HOURS,15,1547,NR,214 WRIGHT AVE,,,ON
***95818,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1547,NR,330 UNIVERSITY AVE,,,ON
***04323,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1547,NR,1 ST CLAIR AVE E,,,ON
***09745,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1547,OPP,39 TRILLER AVE,,,ON
***11062,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1547,NR,270 GEORGE ST,,,ON
***15559,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1547,NR,197 SPADINA AVE,,,ON
***79072,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1548,,6 SETTLERS RD,,,ON
***22352,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1548,NR,449 MANOR RD E,,,ON
***60082,20120104,48,FAIL TO PARK/STOP PARA TO CURB,15,1548,NR,15 SEYMOUR AVE,,,ON
***87732,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1548,NR,3376 YONGE ST,,,ON
***50480,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1548,NR,150 ELIZABETH ST,,,ON
***64456,20120104,5,PARK-HWY PROHIB TIMES/DAYS,40,1548,OPP,249 BICKNELL AVE,,,ON
***65167,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1548,NR,592 DANFORTH AVE,,,ON
***91168,20120104,2,PARK OVER 3 HOURS,15,1548,NR,214 WRIGHT AVE,,,ON
***94148,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1548,NR,328 WARREN RD,,,ON
***06827,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1548,NR,18 BEVERLEY ST,,,ON
***28951,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1548,AT,277 GLENHOLME AVE,,,ON
***37683,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1549,OPP,84 ADELAIDE ST E,,,ON
***82479,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1549,NR,106 FRONT ST E,,,ON
***83532,20120104,16,PARK 9M OF INTERSCTING HIGHWAY,40,1549,N/S,ISLEWORTH AVE,E/O,HAMMERSMITH AVE,ON
***83777,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1549,NR,66 AMROTH AVE,,,ON
***91169,20120104,2,PARK OVER 3 HOURS,15,1549,NR,214 WRIGHT AVE,,,ON
***93515,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1549,NR,2 TORONTO ST,,,MD
***19828,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1549,NR,2447 YONGE ST,,,ON
***66421,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1550,NR,302 CHURCH ST,,,ON
***83533,20120104,16,PARK 9M OF INTERSCTING HIGHWAY,40,1550,E/S,WINEVA AVE,S/O,ISLEWORTH AVE,ON
***94149,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1550,NR,64 DUNCANNON DR,,,ON
***96367,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1550,NR,679 QUEEN ST W,,,ON
***11487,20120104,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1551,E/S,LA PLANTE AVE,S/O,COLLEGE ST,ON
***42661,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1551,NR,82 ST NICHOLAS ST,,,ON
***95414,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1551,NR,375 UNIVERSITY AVE,,,ON
***02439,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1551,NR,80 RICHMOND ST W,,,ON
***17873,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1551,OPP,2 COLBORNE ST,,,ON
***28952,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1551,NR,15 ROGERS RD,,,ON
***07428,20120104,369,STAND STR DISABL LDG NO DROPOF,450,1552,NR,55 TEMPERANCE ST,,,ON
***13714,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1552,OPP,6 ANNDALE DR,,,ON
***66422,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1552,NR,340 CHURCH ST,,,ON
***25622,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1552,NR,74 WELLESLEY ST W,,,ON
***29655,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1552,AT,4000 LESLIE ST,,,ON
***83534,20120104,8,STD VEH HWY PROHIB TIME/DAY,60,1552,NR,2050 QUEEN ST E,,,ON
***90161,20120104,347,PARK IN A FIRE ROUTE,250,1552,AT,45 OVERLEA BLVD,,,ON
***90807,20120104,82,PARK-PASSENGER/FREIGHT LOADING,40,1552,NR,20 EDWARD ST,,,GA
***91170,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1552,OPP,151 RONCESVALLES AVE,,,ON
***97266,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1552,NR,482 LOGAN AVE,,,ON
***98147,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1552,NR,68 CHARLES ST E,,,ON
***04324,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1552,NR,26 ST CLAIR AVE E,,,ON
***19829,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1552,NR,2 BROADWAY AVE,,,NY
***11488,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1553,W/S,LA PLANTE AVE,S/O,COLLEGE ST,ON
***50481,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1553,NR,175 ELIZABETH ST,,,ON
***98148,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1553,NR,62 CHARLES ST E,,,ON
***17874,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1553,NR,7 KING ST E,,,ON
***28953,20120104,5,PARK-HWY PROHIB TIMES/DAYS,40,1553,NR,376 OAKWOOD AVE,,,ON
***10376,20120104,9,STOP HWY PROHIB TIME/DAY,60,1554,NR,33 ELMHURST AVE,,,ON
***50482,20120104,16,PARK 9M OF INTERSCTING HIGHWAY,40,1554,NR,183 ELIZABETH ST,,,ON
***93093,20120104,16,PARK 9M OF INTERSCTING HIGHWAY,40,1554,NR,1 LIPPINCOTT ST,,,ON
***96368,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1554,NR,753 QUEEN ST W,,,ON
***09380,20120104,6,PARK HWY IN EXCESS PRMTD TIME,30,1554,OPP,114 OXFORD ST,,,ON
***14663,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1554,NR,360 BLOOR ST W,,,ON
***07429,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1555,NR,55 TEMPERANCE ST,,,ON
***10377,20120104,9,STOP HWY PROHIB TIME/DAY,60,1555,NR,33 ELMHURST AVE,,,ON
***42662,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1555,NR,53 ST NICHOLAS ST,,,ON
***98149,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1555,OPP,33 CHARLES ST E,,,ON
***04694,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1555,NR,1310 DUNDAS ST W,,,ON
***11063,20120104,29,PARK PROHIBITED TIME NO PERMIT,30,1555,NR,21 SACKVILLE ST,,,ON
***15560,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1555,NR,251 SPADINA AVE,,,ON
***19830,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1555,NR,3 BROADWAY AVE,,,ON
***11489,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1556,W/S,LA PLANTE AVE,S/O,COLLEGE ST,ON
***95819,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1556,NR,700 UNIVERSITY AVE,,,ON
***96369,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1556,NR,783 QUEEN ST W,,,ON
***04325,20120104,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1556,NR,1 ST CLAIR AVE W,,,ON
***04695,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1556,NR,1324 DUNDAS ST W,,,ON
***11492,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1556,NR,288 DANFORTH AVE,,,ON
***17875,20120104,58,STOP - WITHIN 9.0M OF XWALK,60,1556,NR,2 TORONTO ST,,,ON
***07430,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1557,NR,76 RICHMOND ST W,,,ON
***64457,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1557,NR,16 MILFORD AVE,,,ON
***93516,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1557,NR,20 VICTORIA ST,,,ON
***19831,20120104,210,PARK FAIL TO DISPLAY RECEIPT,30,1557,NR,2440 YONGE ST,,,ON
***60083,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1558,NR,1248 GERRARD ST E,,,ON
***95002,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1558,NR,4 JOHN ST,,,ON
***11490,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1558,OPP,200 ELIZABETH ST,,,ON
***38143,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1558,OPP,9 HANNA AVE,,,ON
***42663,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1558,OPP,36 IRWIN AVE,,,NB
***81765,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1558,NR,24 ELLERBECK ST,,,ON
***96370,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1558,NR,809 QUEEN ST W,,,ON
***04696,20120104,9,STOP HWY PROHIBITED TIME/DAY,60,1558,NR,1076 COLLEGE ST,,,ON
***17876,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1558,N/S,COURT ST,E/O,TORONTO ST,PA
***10378,20120104,15,PARK 3M OF FIRE HYDRANT,100,1559,NR,33 ELMHURST AVE,,,ON
***37684,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1559,NR,55 ADELAIDE ST E,,,ON
***25623,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1559,NR,40 ST MARY ST,,,ON
***38144,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1559,OPP,9 HANNA AVE,,,ON
***73991,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1559,NR,1 GRENVILLE ST,,,ON
***88512,20120104,367,STAND ON-ST DISABL LDG NO PRMT,450,1559,NR,18 GRENVILLE ST,,,ON
***90162,20120104,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1559,OPP,17 KENRAE RD,,,ON
***96371,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1559,NR,811 QUEEN ST W,,,ON
***98150,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1559,OPP,46 HAYDEN ST,,,ON
***19832,20120104,8,STD VEH HWY PROHIB TIME/DAY,60,1559,OPP,20 ROSELAWN AVE,,,ON
***34289,20120104,5,PARK HWY AT PROHIB TIME/DAY,40,1559,NR,37 MAIDSTONE ST,,,ON
***55443,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1600,,300 BOROUGH DR,,,ON
***50483,20120104,5,PARK HWY PROHIBED TIME/DAY,40,1600,NR,123 EDWARD ST,,,ON
***73992,20120104,207,PARK FAIL TO DEP. FEE MACHINE,30,1600,NR,1 GRENVILLE ST,,,ON
***93517,20120104,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1600,NR,31 ADELAIDE ST E,,,ON
***19306,20120104,134,PARK IN PUBLIC LANE,30,1600,R/O,2191 YONGE ST,,,QC
***18851,20120104,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1601,AT,5555 DUNDAS ST W,,,ON
